Cow_ID,Age_Years,Breed,Farm_Cleanliness,Env_Temp_7d_Avg_C,Env_Humidity_7d_Avg,Body_Temp_7d_Avg_C,Cow_Movement_7d_Avg_Steps,Milk_Conductivity_7d_Avg_mS_cm,Milk_Yield_7d_Avg_L,Mastitis_Risk_Percentage
COW_0300,10,Holstein,Yes,29.7,60.0,38.8,2016.0,5.55,31.5,31.2
COW_0301,6,Holstein,Yes,25.8,70.8,38.71,1593.0,5.7,19.3,34.2
COW_0302,9,Holstein,Yes,24.8,58.3,39.08,1805.0,6.38,23.3,49.2
COW_0303,2,Holstein,Yes,11.4,59.6,38.97,1580.0,5.45,25.9,34.2
COW_0304,6,Holstein,Yes,13.7,74.8,38.92,2032.0,5.28,24.8,6.0
COW_0305,4,Holstein,Yes,26.2,86.9,39.06,1470.0,5.92,22.4,36.8
COW_0306,2,Holstein,Yes,15.4,67.1,38.59,1787.0,4.92,34.8,5.4
COW_0307,5,Holstein,Yes,23.1,78.4,39.3,1041.0,6.55,25.7,46.0
COW_0308,6,Brown Swiss,No,24.2,44.5,39.18,1690.0,5.93,27.6,53.1
COW_0309,8,Holstein,No,17.4,50.6,39.37,1625.0,6.52,25.1,53.7
COW_0310,2,Holstein,Yes,34.7,65.1,39.13,1978.0,5.21,22.8,23.1
COW_0311,4,Holstein,Yes,31.9,41.0,39.23,1871.0,5.78,29.3,26.9
COW_0312,3,Holstein,Yes,28.8,52.6,38.98,1464.0,5.73,21.3,27.6
COW_0313,10,Holstein,No,12.0,65.9,39.26,1839.0,6.17,22.4,48.1
COW_0314,11,Holstein,Yes,12.8,40.7,39.18,2088.0,5.45,21.1,26.6
COW_0315,7,Holstein,Yes,22.8,53.2,39.05,1383.0,6.12,22.1,42.1
COW_0316,11,Holstein,Yes,14.2,65.7,38.96,1999.0,5.72,27.9,12.3
COW_0317,4,Holstein,Yes,35.4,68.7,38.7,2114.0,5.29,24.8,22.9
COW_0318,9,Holstein,Yes,14.1,86.3,38.71,1704.0,4.89,23.4,9.7
COW_0319,9,Holstein,No,22.7,72.3,39.9,1090.0,7.59,23.1,94.2
COW_0320,3,Holstein,Yes,19.5,60.7,38.65,2081.0,4.81,27.7,14.7
COW_0321,7,Holstein,Yes,26.6,86.5,38.86,1248.0,5.13,24.3,16.9
COW_0322,8,Jersey,Yes,13.4,79.2,38.81,1303.0,5.57,20.0,36.3
COW_0323,3,Holstein,Yes,21.2,50.0,39.11,1477.0,5.19,17.4,18.2
COW_0324,11,Holstein,No,17.1,46.5,39.52,929.0,6.18,21.7,61.5
COW_0325,3,Holstein,Yes,33.1,73.8,38.88,2201.0,4.91,19.9,20.8
COW_0326,11,Guernsey,No,11.1,68.0,39.32,914.0,6.02,26.9,48.8
COW_0327,2,Holstein,Yes,33.8,79.5,39.06,1815.0,5.9,26.1,29.2
COW_0328,9,Holstein,Yes,31.7,76.9,39.35,1849.0,5.76,32.2,40.0
COW_0329,2,Holstein,No,17.7,71.3,39.38,1277.0,6.72,22.4,73.7
COW_0330,10,Holstein,Yes,30.5,89.3,39.5,1222.0,7.12,18.9,65.1
COW_0331,7,Holstein,No,10.8,66.7,39.17,1770.0,5.75,16.1,34.1
COW_0332,8,Holstein,Yes,35.1,45.7,39.31,1602.0,6.13,28.7,37.5
COW_0333,11,Guernsey,No,23.7,81.4,38.95,1785.0,6.16,17.1,56.9
COW_0334,8,Holstein,Yes,17.9,52.6,38.76,859.0,5.93,25.2,23.5
COW_0335,11,Jersey,Yes,19.4,78.9,38.86,1381.0,5.62,34.6,26.9
COW_0336,4,Brown Swiss,No,11.7,87.9,39.06,1856.0,5.77,28.7,34.6
COW_0337,3,Holstein,No,35.7,74.8,39.06,1446.0,6.9,24.2,56.9
COW_0338,10,Holstein,No,11.0,69.8,39.02,1670.0,6.46,27.0,59.2
COW_0339,9,Holstein,No,27.0,63.0,39.58,1589.0,6.34,27.7,50.9
COW_0340,11,Holstein,No,21.5,58.2,39.23,1555.0,5.98,32.4,46.2
COW_0341,8,Holstein,Yes,34.7,57.7,38.91,1673.0,5.41,23.8,25.0
COW_0342,10,Guernsey,Yes,16.4,71.8,39.02,2534.0,5.73,24.4,35.2
COW_0343,5,Jersey,Yes,23.8,77.6,39.15,2100.0,6.16,20.2,43.5
COW_0344,5,Holstein,Yes,22.5,73.9,39.01,1987.0,5.24,27.3,22.7
COW_0345,2,Holstein,Yes,28.3,49.9,38.82,1794.0,5.33,26.2,23.7
COW_0346,9,Jersey,Yes,11.8,64.7,38.85,2027.0,5.18,18.0,14.4
COW_0347,4,Brown Swiss,Yes,15.0,79.6,38.76,2220.0,4.74,25.0,13.9
COW_0348,8,Jersey,Yes,15.6,63.8,38.78,1895.0,5.19,34.3,32.9
COW_0349,3,Holstein,Yes,29.2,66.8,39.15,1468.0,5.72,27.7,33.0
COW_0350,3,Holstein,Yes,14.9,78.6,39.07,2171.0,6.28,28.2,45.0
COW_0351,8,Holstein,Yes,24.9,73.1,39.26,1702.0,6.19,24.4,38.1
COW_0352,7,Holstein,No,15.6,60.5,39.12,2275.0,5.38,15.5,46.6
COW_0353,4,Holstein,Yes,32.4,84.8,39.34,1693.0,5.88,24.4,43.2
COW_0354,10,Holstein,Yes,34.5,48.1,38.85,1609.0,5.48,31.3,42.3
COW_0355,11,Jersey,Yes,23.5,89.8,38.94,2075.0,6.0,19.1,37.0
COW_0356,7,Holstein,Yes,19.2,45.9,38.58,2029.0,4.96,33.2,13.1
COW_0357,11,Holstein,Yes,16.1,40.7,38.84,1881.0,5.47,18.3,20.8
COW_0358,11,Holstein,Yes,11.3,84.5,39.27,1272.0,5.81,25.8,34.9
COW_0359,7,Holstein,Yes,17.0,52.2,39.19,1967.0,5.14,29.4,34.6
COW_0360,2,Holstein,Yes,27.0,76.5,38.48,1649.0,5.09,26.0,20.5
COW_0361,5,Holstein,Yes,23.9,80.6,39.21,1429.0,6.14,36.3,44.0
COW_0362,11,Jersey,No,34.5,82.9,38.85,1310.0,6.52,20.5,60.3
COW_0363,7,Holstein,No,20.3,89.6,39.23,1760.0,5.64,22.0,38.7
COW_0364,7,Holstein,Yes,28.0,54.7,39.26,1129.0,5.57,26.1,39.3
COW_0365,6,Holstein,Yes,22.7,75.5,38.92,1681.0,5.58,22.7,30.0
COW_0366,2,Guernsey,Yes,23.3,45.8,38.95,2093.0,5.23,19.0,31.7
COW_0367,9,Jersey,Yes,17.0,60.3,39.01,1274.0,5.32,20.3,34.5
COW_0368,6,Jersey,No,21.8,82.4,38.93,1720.0,5.74,29.4,34.5
COW_0369,6,Holstein,Yes,22.2,58.4,38.79,1668.0,4.96,27.0,11.7
COW_0370,8,Holstein,No,28.4,69.6,39.39,1272.0,6.5,29.2,71.3
COW_0371,5,Holstein,Yes,34.5,65.2,39.04,2360.0,5.33,24.6,17.3
COW_0372,7,Holstein,No,18.6,72.3,39.29,987.0,6.44,26.2,59.0
COW_0373,5,Guernsey,Yes,11.1,88.6,38.68,2124.0,5.11,30.7,16.8
COW_0374,4,Holstein,No,22.9,42.8,39.22,1233.0,6.8,19.6,74.5
COW_0375,8,Guernsey,Yes,24.2,68.7,38.87,1417.0,6.0,20.2,47.7
COW_0376,9,Jersey,Yes,14.4,83.2,39.11,1374.0,5.57,17.6,27.9
COW_0377,5,Holstein,Yes,29.8,64.1,38.92,1967.0,5.92,29.0,30.3
COW_0378,3,Guernsey,Yes,35.6,43.9,39.02,1659.0,5.87,32.6,30.5
COW_0379,11,Holstein,No,34.6,68.0,39.56,1384.0,6.74,15.7,61.7
COW_0380,4,Holstein,No,15.1,56.6,39.18,1535.0,6.56,21.6,55.1
COW_0381,2,Holstein,No,32.8,47.7,39.14,1472.0,6.34,20.5,53.6
COW_0382,9,Holstein,Yes,28.3,82.5,39.14,946.0,6.01,27.0,40.9
COW_0383,4,Holstein,No,21.8,66.1,39.14,1443.0,5.95,23.0,44.2
COW_0384,11,Holstein,Yes,24.1,86.7,39.35,1943.0,5.68,32.0,31.1
COW_0385,8,Holstein,Yes,32.1,80.3,39.15,1230.0,5.55,24.7,24.6
COW_0386,11,Holstein,Yes,22.5,74.6,38.96,1408.0,5.59,20.6,22.4
COW_0387,6,Holstein,Yes,19.7,40.3,39.14,1606.0,5.38,24.2,30.2
COW_0388,11,Holstein,Yes,22.8,61.4,38.97,1454.0,5.72,24.1,29.3
COW_0389,6,Holstein,Yes,25.1,49.9,38.98,1739.0,5.41,29.5,29.4
COW_0390,8,Holstein,Yes,14.9,85.5,38.69,1486.0,5.16,26.5,16.9
COW_0391,10,Jersey,No,33.4,48.7,39.13,1344.0,6.35,24.8,57.7
COW_0392,6,Jersey,Yes,27.5,54.3,39.22,1654.0,5.64,21.6,30.5
COW_0393,2,Jersey,Yes,26.5,65.8,38.91,2068.0,5.16,26.1,20.0
COW_0394,11,Jersey,Yes,12.6,53.2,38.78,2329.0,5.35,23.8,10.2
COW_0395,11,Holstein,Yes,25.7,50.5,39.01,1601.0,5.74,21.5,31.3
COW_0396,2,Jersey,Yes,13.1,70.0,38.45,2673.0,4.88,36.6,10.4
COW_0397,3,Holstein,Yes,12.0,44.4,38.53,1868.0,5.06,25.0,14.3
COW_0398,7,Holstein,Yes,23.7,42.9,39.11,1926.0,5.78,23.6,34.6
COW_0399,10,Jersey,Yes,20.5,58.6,38.87,2411.0,5.89,32.1,26.0
COW_0400,9,Holstein,Yes,25.3,76.0,38.9,1803.0,5.32,30.7,25.6
COW_0401,6,Jersey,No,12.3,67.7,38.96,1247.0,5.63,34.9,29.0
COW_0402,2,Jersey,Yes,21.2,61.1,38.64,1926.0,4.79,31.3,19.8
COW_0403,8,Guernsey,Yes,14.5,68.3,38.92,1448.0,5.8,22.3,36.8
COW_0404,6,Guernsey,No,35.7,58.3,38.94,1477.0,5.74,34.1,47.1
COW_0405,7,Holstein,Yes,24.6,86.8,38.98,2372.0,5.93,29.0,40.0
COW_0406,8,Holstein,Yes,27.9,42.7,39.12,1272.0,5.98,25.0,37.5
COW_0407,4,Holstein,No,18.5,73.7,38.86,1718.0,6.18,25.2,46.1
COW_0408,11,Holstein,Yes,12.5,84.6,38.78,1537.0,5.23,29.2,11.5
COW_0409,4,Holstein,Yes,35.4,80.2,38.95,1662.0,5.29,25.7,23.3
COW_0410,6,Jersey,Yes,17.4,49.2,38.67,2109.0,5.11,20.2,14.2
COW_0411,7,Jersey,Yes,21.0,54.8,39.13,1877.0,5.91,35.6,29.3
COW_0412,10,Holstein,Yes,26.9,75.9,39.12,1495.0,6.51,24.1,53.2
COW_0413,6,Holstein,Yes,10.6,44.2,38.75,1635.0,5.2,29.4,11.0
COW_0414,2,Holstein,Yes,31.1,80.6,39.0,1787.0,5.66,36.4,34.0
COW_0415,5,Holstein,Yes,24.0,75.9,38.67,2344.0,5.93,23.0,26.8
COW_0416,6,Guernsey,Yes,17.2,76.5,39.06,1449.0,5.35,30.4,19.6
COW_0417,11,Holstein,Yes,11.6,45.0,38.77,2440.0,5.59,22.6,23.4
COW_0418,11,Holstein,Yes,14.2,75.9,38.84,2227.0,5.77,29.0,25.7
COW_0419,6,Holstein,Yes,33.3,74.0,39.21,2049.0,5.81,25.8,40.0
COW_0420,8,Holstein,Yes,27.8,81.5,39.3,1740.0,6.13,29.2,40.4
COW_0421,5,Holstein,No,16.5,42.1,39.15,1809.0,6.59,28.4,54.2
COW_0422,2,Holstein,Yes,11.7,41.2,38.61,1550.0,4.97,25.8,5.9
COW_0423,6,Holstein,Yes,28.0,58.7,39.15,1511.0,5.35,34.1,26.3
COW_0424,8,Holstein,Yes,24.9,47.4,39.01,2010.0,5.42,34.5,23.6
COW_0425,11,Holstein,Yes,20.5,67.9,38.89,1967.0,5.32,26.7,19.0
COW_0426,11,Jersey,No,19.5,85.9,39.05,1496.0,5.87,23.9,54.3
COW_0427,7,Holstein,Yes,15.6,59.6,38.76,917.0,5.34,25.1,14.3
COW_0428,6,Holstein,No,27.4,82.2,39.22,1382.0,6.45,22.1,53.2
COW_0429,5,Holstein,Yes,35.2,40.0,38.74,1377.0,5.67,20.8,22.4
COW_0430,3,Brown Swiss,Yes,14.6,48.4,38.61,1979.0,5.07,31.6,14.8
COW_0431,5,Holstein,Yes,25.5,41.5,38.88,1668.0,5.96,15.6,24.0
COW_0432,11,Jersey,No,21.0,56.4,39.58,1237.0,7.04,19.1,70.2
COW_0433,11,Holstein,Yes,21.6,85.4,38.83,2801.0,5.42,27.5,14.4
COW_0434,4,Holstein,Yes,16.6,44.8,38.95,2286.0,4.87,36.0,16.9
COW_0435,11,Holstein,Yes,31.5,70.3,39.17,1930.0,5.98,21.9,39.8
COW_0436,2,Holstein,Yes,22.6,62.6,38.79,2550.0,5.5,29.2,28.2
COW_0437,9,Brown Swiss,No,24.1,86.9,39.58,1639.0,6.7,21.8,64.0
COW_0438,6,Holstein,Yes,17.9,46.1,39.03,1440.0,5.73,30.9,32.4
COW_0439,5,Holstein,Yes,14.7,50.6,39.27,1322.0,6.09,26.6,51.1
COW_0440,9,Holstein,No,12.2,41.5,39.13,1767.0,6.39,26.9,52.6
COW_0441,8,Holstein,Yes,28.6,61.7,39.14,1007.0,5.76,23.3,34.3
COW_0442,3,Holstein,No,15.1,53.9,39.49,1426.0,6.4,18.1,63.4
COW_0443,2,Holstein,Yes,27.9,83.5,38.92,1016.0,5.35,29.3,36.1
COW_0444,5,Jersey,Yes,20.1,70.2,38.65,1906.0,5.06,25.5,10.2
COW_0445,9,Holstein,No,20.8,70.7,39.33,1691.0,7.01,22.7,59.3
COW_0446,3,Holstein,Yes,22.2,66.6,38.86,1981.0,5.55,30.1,17.0
COW_0447,4,Guernsey,Yes,19.6,44.6,38.85,2188.0,5.43,34.8,16.7
COW_0448,2,Holstein,Yes,12.6,62.3,38.72,2752.0,5.21,34.3,0.8
COW_0449,2,Brown Swiss,Yes,18.1,90.0,38.86,1864.0,5.25,25.0,12.8
COW_0450,4,Holstein,Yes,27.3,81.8,38.93,2628.0,5.83,19.9,34.1
COW_0451,6,Guernsey,No,27.3,84.7,39.09,1564.0,5.98,31.3,52.0
COW_0452,4,Holstein,Yes,17.4,81.2,38.77,2219.0,5.16,19.3,17.9
COW_0453,2,Jersey,Yes,22.0,45.2,38.87,1546.0,5.46,24.4,28.0
COW_0454,2,Brown Swiss,No,15.0,51.4,39.29,2081.0,5.85,27.4,46.3
COW_0455,9,Holstein,Yes,15.5,40.2,38.6,2271.0,4.8,37.7,11.9
COW_0456,11,Brown Swiss,Yes,10.6,55.2,39.0,2346.0,5.51,26.5,17.1
COW_0457,3,Holstein,Yes,33.3,45.4,39.16,1750.0,5.72,26.6,32.8
COW_0458,4,Holstein,No,15.5,63.6,39.34,1081.0,6.24,18.6,60.3
COW_0459,3,Holstein,Yes,15.9,73.9,38.86,1975.0,5.21,28.1,18.2
COW_0460,4,Holstein,No,17.3,83.7,38.89,1120.0,6.04,20.0,28.8
COW_0461,8,Holstein,No,13.3,77.5,39.01,1523.0,5.72,21.3,42.4
COW_0462,2,Holstein,Yes,26.6,86.9,38.73,1930.0,5.28,32.4,13.7
COW_0463,11,Holstein,Yes,12.0,42.7,39.56,2124.0,6.5,20.6,54.2
COW_0464,9,Jersey,No,13.5,40.6,39.1,1716.0,6.13,29.4,38.1
COW_0465,11,Jersey,Yes,26.8,73.1,38.83,1729.0,5.58,25.0,34.4
COW_0466,11,Holstein,No,18.8,54.5,39.34,1456.0,6.46,16.7,57.6
COW_0467,11,Holstein,No,28.4,52.7,39.57,997.0,6.83,26.5,69.9
COW_0468,3,Holstein,Yes,24.5,56.5,38.87,1827.0,5.49,20.1,21.1
COW_0469,4,Holstein,Yes,16.7,53.5,38.95,1941.0,5.13,25.2,5.0
COW_0470,10,Holstein,No,26.9,65.6,39.6,1076.0,6.96,20.3,70.4
COW_0471,8,Holstein,No,13.0,62.0,38.94,1241.0,6.51,30.1,46.1
COW_0472,5,Holstein,Yes,23.9,65.6,38.77,1635.0,6.03,24.6,25.3
COW_0473,11,Brown Swiss,Yes,21.4,73.6,39.09,1679.0,5.7,20.7,40.3
COW_0474,6,Holstein,Yes,17.0,59.4,38.65,1611.0,4.92,27.9,27.1
COW_0475,3,Holstein,Yes,25.7,52.6,39.08,1324.0,5.96,24.6,39.6
COW_0476,9,Holstein,Yes,32.7,48.3,38.72,1809.0,5.75,23.7,27.7
COW_0477,5,Holstein,Yes,36.0,57.5,39.11,1916.0,5.91,27.5,30.2
COW_0478,10,Holstein,Yes,25.8,77.1,39.19,1703.0,5.92,19.4,33.1
COW_0479,6,Holstein,Yes,20.5,77.8,38.88,1638.0,5.29,18.3,12.7
COW_0480,10,Holstein,Yes,15.9,73.3,38.69,2079.0,5.52,40.1,17.2
COW_0481,5,Holstein,Yes,16.7,51.7,38.98,1671.0,5.93,27.1,32.9
COW_0482,11,Brown Swiss,Yes,22.5,69.4,39.04,1230.0,5.66,25.7,42.2
COW_0483,6,Guernsey,Yes,19.5,68.5,38.57,2299.0,4.89,24.2,17.3
COW_0484,10,Holstein,Yes,33.8,64.2,38.96,1809.0,5.74,30.5,35.4
COW_0485,9,Holstein,Yes,19.6,67.5,38.93,1788.0,5.35,24.8,15.6
COW_0486,4,Holstein,Yes,19.7,64.6,38.82,1261.0,5.24,13.9,13.5
COW_0487,2,Holstein,Yes,20.0,68.3,38.98,1601.0,5.28,25.2,17.3
COW_0488,4,Holstein,No,31.8,75.8,39.53,1945.0,6.96,20.6,68.8
COW_0489,5,Holstein,Yes,26.9,45.5,38.99,1244.0,5.91,26.2,27.1
COW_0490,3,Holstein,No,26.0,77.5,39.17,1322.0,6.84,21.0,57.0
COW_0491,2,Holstein,Yes,18.7,46.8,38.79,1819.0,5.13,24.1,20.4
COW_0492,8,Holstein,Yes,31.3,43.3,38.82,1826.0,5.65,22.3,29.6
COW_0493,9,Brown Swiss,No,11.0,88.8,39.3,1021.0,6.47,21.4,54.7
COW_0494,8,Guernsey,Yes,32.6,87.8,38.97,1701.0,6.04,16.9,39.3
COW_0495,6,Jersey,Yes,23.3,43.0,38.85,1172.0,5.62,16.4,30.1
COW_0496,2,Holstein,Yes,20.4,62.2,38.98,1867.0,5.84,28.3,27.8
COW_0497,8,Guernsey,Yes,22.9,49.3,39.08,1475.0,5.63,26.6,34.7
COW_0498,8,Holstein,Yes,27.4,64.3,39.47,1206.0,6.58,26.8,57.3
COW_0499,10,Jersey,Yes,10.3,81.5,38.57,2147.0,5.89,26.4,14.7
COW_0500,4,Holstein,Yes,32.7,87.5,38.99,1636.0,5.53,20.0,35.3
COW_0501,10,Jersey,Yes,21.6,71.7,38.98,2001.0,5.37,17.0,15.2
COW_0502,2,Holstein,No,18.9,57.7,39.24,1862.0,5.53,21.3,36.9
COW_0503,2,Guernsey,Yes,13.6,70.2,38.38,2495.0,4.85,32.4,2.3
COW_0504,5,Guernsey,Yes,21.4,55.6,38.64,1461.0,4.83,37.4,8.8
COW_0505,10,Holstein,No,22.9,85.5,39.4,1795.0,6.57,23.8,47.5
COW_0506,7,Holstein,Yes,20.5,83.5,38.84,1803.0,5.47,20.7,21.1
COW_0507,4,Brown Swiss,Yes,27.6,67.9,38.83,1596.0,5.42,21.7,24.6
COW_0508,2,Holstein,Yes,20.9,56.2,38.54,1439.0,5.42,23.5,12.3
COW_0509,5,Guernsey,Yes,35.0,54.7,38.86,1902.0,5.79,23.8,37.4
COW_0510,10,Holstein,Yes,25.6,41.7,38.9,1291.0,6.34,29.9,51.3
COW_0511,4,Holstein,No,31.0,80.8,39.15,1758.0,5.78,30.5,46.1
COW_0512,10,Holstein,No,12.8,62.5,39.19,2294.0,5.96,24.5,35.9
COW_0513,8,Holstein,Yes,20.3,56.3,38.68,2149.0,5.62,28.3,28.9
COW_0514,5,Jersey,Yes,18.8,63.6,38.76,2438.0,4.98,24.2,8.0
COW_0515,4,Holstein,Yes,24.8,80.9,39.02,1521.0,5.18,17.8,20.3
COW_0516,11,Holstein,Yes,32.4,46.2,39.19,1793.0,6.17,32.7,52.2
COW_0517,6,Holstein,No,12.0,82.9,38.86,1252.0,6.28,13.4,43.6
COW_0518,6,Holstein,Yes,11.9,84.9,38.98,1678.0,5.83,17.0,24.4
COW_0519,4,Guernsey,Yes,32.1,87.3,39.14,2141.0,5.98,33.3,46.2
COW_0520,10,Brown Swiss,No,15.5,59.9,39.19,1353.0,5.91,23.9,52.9
COW_0521,5,Holstein,Yes,27.4,50.9,39.13,1886.0,6.11,18.5,51.6
COW_0522,6,Jersey,Yes,24.1,58.7,38.93,2120.0,5.42,30.5,28.3
COW_0523,5,Jersey,Yes,31.7,56.6,38.98,2157.0,5.61,31.2,23.0
COW_0524,6,Holstein,No,13.3,48.8,39.46,1215.0,5.93,18.4,43.5
COW_0525,8,Brown Swiss,Yes,13.4,70.4,38.79,2065.0,5.02,25.2,14.6
COW_0526,10,Holstein,No,24.5,63.8,39.58,1391.0,6.83,26.4,60.8
COW_0527,8,Holstein,Yes,34.6,83.3,39.29,1856.0,6.32,19.8,51.9
COW_0528,6,Guernsey,No,20.8,41.6,39.0,1130.0,5.88,27.3,34.2
COW_0529,11,Holstein,No,18.5,72.2,39.22,1666.0,5.76,30.9,44.1
COW_0530,11,Jersey,Yes,25.8,78.1,39.04,1601.0,5.65,12.4,49.4
COW_0531,8,Guernsey,Yes,34.2,78.0,39.11,994.0,5.53,23.6,39.0
COW_0532,11,Holstein,Yes,31.8,84.3,38.74,1374.0,5.71,26.9,31.3
COW_0533,6,Guernsey,Yes,35.9,76.5,38.82,1101.0,5.76,17.0,26.7
COW_0534,4,Holstein,Yes,10.6,86.4,38.9,1527.0,4.88,24.3,33.2
COW_0535,8,Holstein,Yes,12.9,56.6,38.98,2050.0,5.67,33.8,12.4
COW_0536,3,Holstein,Yes,25.8,65.2,39.13,1831.0,5.58,23.1,24.8
COW_0537,10,Guernsey,Yes,31.3,40.7,39.03,1704.0,6.23,17.8,35.8
COW_0538,11,Holstein,Yes,17.4,40.3,38.96,1385.0,5.36,32.7,27.5
COW_0539,11,Holstein,Yes,16.2,52.0,38.93,2280.0,5.35,30.7,12.0
COW_0540,2,Jersey,Yes,30.5,45.0,38.69,1775.0,5.5,26.7,23.3
COW_0541,7,Jersey,No,11.5,53.0,39.07,1705.0,5.96,25.4,31.1
COW_0542,8,Jersey,Yes,19.6,48.9,38.64,2231.0,5.12,34.2,17.8
COW_0543,9,Holstein,Yes,23.2,41.4,38.99,1352.0,5.9,27.3,35.2
COW_0544,11,Holstein,No,24.6,85.5,39.35,1450.0,6.99,24.6,64.2
COW_0545,10,Holstein,Yes,28.9,40.4,39.15,1772.0,5.78,21.6,44.0
COW_0546,3,Jersey,No,19.2,76.8,39.01,1561.0,5.63,16.5,23.7
COW_0547,11,Holstein,Yes,25.9,47.6,39.38,1715.0,5.83,26.5,47.4
COW_0548,3,Holstein,Yes,25.2,85.6,38.96,1934.0,5.7,32.8,26.0
COW_0549,6,Brown Swiss,Yes,24.2,84.6,39.07,1631.0,6.33,24.4,44.9
COW_0550,6,Holstein,Yes,26.7,72.7,39.2,1713.0,5.24,31.6,19.4
COW_0551,7,Brown Swiss,Yes,16.7,73.6,38.64,1984.0,5.41,25.4,17.4
COW_0552,4,Jersey,Yes,12.2,40.3,39.21,2006.0,5.85,26.0,32.7
COW_0553,9,Jersey,Yes,13.1,89.2,38.84,1812.0,5.46,36.7,20.8
COW_0554,2,Holstein,Yes,15.8,83.9,38.76,2378.0,5.02,27.5,8.8
COW_0555,7,Holstein,Yes,23.0,84.8,38.88,1985.0,5.47,24.8,24.0
COW_0556,5,Jersey,Yes,31.9,73.0,38.85,1115.0,5.51,16.6,29.9
COW_0557,2,Jersey,Yes,28.2,57.2,39.01,1255.0,5.57,30.3,35.2
COW_0558,8,Jersey,Yes,30.5,84.7,39.08,2170.0,5.57,22.9,22.4
COW_0559,10,Holstein,No,19.1,54.6,39.21,1515.0,5.77,25.3,49.3
COW_0560,5,Jersey,Yes,20.5,68.1,38.91,1759.0,5.71,24.4,35.7
COW_0561,5,Jersey,No,20.2,45.0,39.58,2055.0,6.21,23.4,30.3
COW_0562,7,Jersey,No,15.0,86.1,39.18,1700.0,5.62,25.4,35.4
COW_0563,4,Jersey,Yes,11.6,47.0,38.84,1938.0,4.73,28.7,8.8
COW_0564,7,Jersey,Yes,25.4,51.2,38.94,1409.0,5.68,32.2,33.1
COW_0565,8,Holstein,Yes,35.7,67.9,38.89,1835.0,5.53,34.1,33.7
COW_0566,11,Holstein,Yes,14.3,78.2,38.97,1888.0,5.43,29.2,33.1
COW_0567,11,Holstein,Yes,11.2,71.0,39.17,1498.0,5.79,32.5,34.3
COW_0568,4,Holstein,Yes,30.3,51.6,38.86,1381.0,5.58,30.3,35.0
COW_0569,8,Holstein,Yes,16.6,40.0,38.85,2581.0,5.6,28.5,37.2
COW_0570,4,Holstein,Yes,31.6,77.9,39.27,1529.0,6.21,31.1,43.0
COW_0571,3,Holstein,Yes,28.3,89.3,39.01,1495.0,5.25,19.5,35.0
COW_0572,11,Holstein,Yes,34.6,80.5,38.83,1987.0,5.17,22.9,24.1
COW_0573,5,Holstein,No,20.6,63.0,39.02,1543.0,6.34,20.2,52.1
COW_0574,9,Jersey,Yes,27.2,85.2,39.41,1215.0,5.71,22.6,50.1
COW_0575,10,Guernsey,Yes,22.1,60.5,38.87,2011.0,5.07,31.6,13.3
COW_0576,8,Holstein,Yes,26.4,66.2,38.84,1381.0,5.39,19.8,39.3
COW_0577,2,Brown Swiss,Yes,21.7,63.9,38.72,2323.0,5.41,29.6,22.2
COW_0578,4,Holstein,Yes,14.9,62.4,38.68,2090.0,5.21,25.3,15.1
COW_0579,10,Holstein,Yes,23.2,78.8,39.07,1631.0,5.68,24.5,27.5
COW_0580,2,Holstein,Yes,23.7,66.3,39.07,1753.0,6.28,27.3,25.7
COW_0581,10,Holstein,Yes,31.1,55.8,39.17,2009.0,6.0,34.8,39.3
COW_0582,9,Jersey,No,29.1,52.9,39.41,1273.0,6.97,16.9,86.5
COW_0583,2,Jersey,No,27.3,41.9,39.3,2134.0,6.06,22.9,59.3
COW_0584,7,Holstein,Yes,12.9,69.2,39.13,2161.0,6.22,21.0,23.2
COW_0585,6,Holstein,Yes,28.7,51.5,39.16,1902.0,5.9,22.6,22.1
COW_0586,7,Holstein,Yes,23.0,47.4,39.18,1303.0,6.18,19.3,50.7
COW_0587,11,Holstein,Yes,33.2,72.7,39.36,1647.0,5.76,27.2,33.7
COW_0588,6,Holstein,Yes,33.9,74.1,39.0,1939.0,5.59,29.2,27.6
COW_0589,7,Holstein,Yes,11.4,77.6,39.11,1448.0,5.26,30.1,32.3
COW_0590,6,Jersey,No,31.3,65.2,39.25,1911.0,6.34,20.0,52.2
COW_0591,6,Guernsey,Yes,11.0,84.7,38.73,1462.0,5.39,30.3,21.4
COW_0592,5,Holstein,Yes,19.5,86.8,38.76,1555.0,5.25,27.7,30.6
COW_0593,4,Guernsey,Yes,24.1,80.4,38.93,1571.0,5.38,26.6,25.5
COW_0594,4,Holstein,Yes,13.9,71.8,38.65,2229.0,5.36,22.0,10.4
COW_0595,5,Holstein,Yes,29.4,55.2,38.58,1523.0,5.34,28.4,12.6
COW_0596,10,Holstein,No,10.2,89.1,38.95,1037.0,6.5,25.9,46.7
COW_0597,3,Holstein,Yes,14.4,53.7,39.0,2023.0,5.42,26.0,31.6
COW_0598,10,Brown Swiss,Yes,25.1,50.1,39.1,1554.0,5.59,28.2,36.7
COW_0599,2,Holstein,Yes,28.6,62.1,38.79,1458.0,4.86,32.0,17.7
COW_0600,2,Holstein,Yes,33.8,42.8,39.12,1363.0,5.73,19.3,43.5
COW_0601,6,Holstein,Yes,28.3,88.9,38.74,2401.0,5.25,26.0,23.2
